lineup_ids,lineup_names,MINUTES
201599-1628372-1628467-1628973-1629029,D. Jordan-D. Smith Jr.-M. Kleber-J. Brunson-L. Doncic,5.0
201599-203084-1627827-1628372-1628467,D. Jordan-H. Barnes-D. Finney-Smith-D. Smith Jr.-M. Kleber,5.0
201599-202083-1627827-1628372-1628467,D. Jordan-W. Matthews-D. Finney-Smith-D. Smith Jr.-M. Kleber,5.0
1717-2734-203504-203939-1629133,D. Nowitzki-D. Harris-T. Burke-D. Powell-D. Macon,5.0
1717-2734-203504-1628382-1628467,D. Nowitzki-D. Harris-T. Burke-J. Jackson-M. Kleber,5.0
1717-203501-203504-203939-1627827,D. Nowitzki-T. Hardaway Jr.-T. Burke-D. Powell-D. Finney-Smith,5.0
203084-203501-1627827-1628467-1628973,H. Barnes-T. Hardaway Jr.-D. Finney-Smith-M. Kleber-J. Brunson,5.0
200826-201599-202083-203084-1628467,J. Barea-D. Jordan-W. Matthews-H. Barnes-M. Kleber,5.0
200826-203939-1627827-1628973-1629029,J. Barea-D. Powell-D. Finney-Smith-J. Brunson-L. Doncic,5.0
200826-203084-203939-1627827-1628372,J. Barea-H. Barnes-D. Powell-D. Finney-Smith-D. Smith Jr.,5.0
200826-203084-203939-1627827-1628973,J. Barea-H. Barnes-D. Powell-D. Finney-Smith-J. Brunson,5.0
1626257-1627827-1628467-1628973-1629151,S. Mejri-D. Finney-Smith-M. Kleber-J. Brunson-R. Broekhoff,5.0
203504-1626257-1628382-1629133-1629151,T. Burke-S. Mejri-J. Jackson-D. Macon-R. Broekhoff,5.0
203501-1627827-1628382-1628467-1629029,T. Hardaway Jr.-D. Finney-Smith-J. Jackson-M. Kleber-L. Doncic,5.0
203501-1627827-1628467-1628973-1629151,T. Hardaway Jr.-D. Finney-Smith-M. Kleber-J. Brunson-R. Broekhoff,5.0
201584-1626257-1628382-1628467-1628973,C. Lee-S. Mejri-J. Jackson-M. Kleber-J. Brunson,4.0
201584-203504-1626257-1628382-1629029,C. Lee-T. Burke-S. Mejri-J. Jackson-L. Doncic,4.0
201584-203504-1626257-1628382-1628467,C. Lee-T. Burke-S. Mejri-J. Jackson-M. Kleber,4.0
201584-203501-203939-1627827-1628973,C. Lee-T. Hardaway Jr.-D. Powell-D. Finney-Smith-J. Brunson,4.0
201584-203501-1626257-1628382-1629029,C. Lee-T. Hardaway Jr.-S. Mejri-J. Jackson-L. Doncic,4.0
2734-201584-203504-203939-1628382,D. Harris-C. Lee-T. Burke-D. Powell-J. Jackson,4.0
2734-201599-203084-1628372-1628467,D. Harris-D. Jordan-H. Barnes-D. Smith Jr.-M. Kleber,4.0
2734-201599-203084-1628973-1629029,D. Harris-D. Jordan-H. Barnes-J. Brunson-L. Doncic,4.0
2734-203084-1627827-1628372-1628467,D. Harris-H. Barnes-D. Finney-Smith-D. Smith Jr.-M. Kleber,4.0
2734-203084-203939-1627827-1629029,D. Harris-H. Barnes-D. Powell-D. Finney-Smith-L. Doncic,4.0
2734-203084-203939-1627827-1629151,D. Harris-H. Barnes-D. Powell-D. Finney-Smith-R. Broekhoff,4.0
2734-200826-201599-202083-1627827,D. Harris-J. Barea-D. Jordan-W. Matthews-D. Finney-Smith,4.0
2734-200826-201599-202083-203084,D. Harris-J. Barea-D. Jordan-W. Matthews-H. Barnes,4.0
2734-200826-203084-1626257-1627827,D. Harris-J. Barea-H. Barnes-S. Mejri-D. Finney-Smith,4.0
2734-200826-203084-1626257-1629151,D. Harris-J. Barea-H. Barnes-S. Mejri-R. Broekhoff,4.0
2734-200826-1626257-1628467-1629151,D. Harris-J. Barea-S. Mejri-M. Kleber-R. Broekhoff,4.0
2734-200826-202083-1626257-1628467,D. Harris-J. Barea-W. Matthews-S. Mejri-M. Kleber,4.0
2734-1626257-1628467-1628973-1629151,D. Harris-S. Mejri-M. Kleber-J. Brunson-R. Broekhoff,4.0
2734-203504-1627827-1628467-1629151,D. Harris-T. Burke-D. Finney-Smith-M. Kleber-R. Broekhoff,4.0
2734-203504-203939-1628382-1629029,D. Harris-T. Burke-D. Powell-J. Jackson-L. Doncic,4.0
2734-203504-1626257-1627827-1628382,D. Harris-T. Burke-S. Mejri-D. Finney-Smith-J. Jackson,4.0
2734-203504-1626257-1627827-1629151,D. Harris-T. Burke-S. Mejri-D. Finney-Smith-R. Broekhoff,4.0
2734-203501-203939-1628467-1629029,D. Harris-T. Hardaway Jr.-D. Powell-M. Kleber-L. Doncic,4.0
201599-203084-203939-1628372-1629029,D. Jordan-H. Barnes-D. Powell-D. Smith Jr.-L. Doncic,4.0
201599-202083-1627827-1628467-1629029,D. Jordan-W. Matthews-D. Finney-Smith-M. Kleber-L. Doncic,4.0
1717-201584-203504-203939-1629029,D. Nowitzki-C. Lee-T. Burke-D. Powell-L. Doncic,4.0
1717-201584-203504-1628382-1629151,D. Nowitzki-C. Lee-T. Burke-J. Jackson-R. Broekhoff,4.0
1717-2734-201584-203939-1628382,D. Nowitzki-D. Harris-C. Lee-D. Powell-J. Jackson,4.0
1717-2734-1627827-1628467-1628973,D. Nowitzki-D. Harris-D. Finney-Smith-M. Kleber-J. Brunson,4.0
1717-2734-1628382-1628467-1628973,D. Nowitzki-D. Harris-J. Jackson-M. Kleber-J. Brunson,4.0
1717-2734-1628382-1628467-1629029,D. Nowitzki-D. Harris-J. Jackson-M. Kleber-L. Doncic,4.0
1717-2734-1628467-1629133-1629151,D. Nowitzki-D. Harris-M. Kleber-D. Macon-R. Broekhoff,4.0
203939-1627827-1628382-1628973-1629029,D. Powell-D. Finney-Smith-J. Jackson-J. Brunson-L. Doncic,4.0
203084-203939-1627827-1628973-1629151,H. Barnes-D. Powell-D. Finney-Smith-J. Brunson-R. Broekhoff,4.0
200826-201599-203084-1627827-1628372,J. Barea-D. Jordan-H. Barnes-D. Finney-Smith-D. Smith Jr.,4.0
200826-201599-202083-203084-1627827,J. Barea-D. Jordan-W. Matthews-H. Barnes-D. Finney-Smith,4.0
200826-201599-202083-203084-1628372,J. Barea-D. Jordan-W. Matthews-H. Barnes-D. Smith Jr.,4.0
200826-203939-1627827-1628467-1629029,J. Barea-D. Powell-D. Finney-Smith-M. Kleber-L. Doncic,4.0
200826-202083-203939-1628467-1629029,J. Barea-W. Matthews-D. Powell-M. Kleber-L. Doncic,4.0
200826-202083-203084-203939-1629029,J. Barea-W. Matthews-H. Barnes-D. Powell-L. Doncic,4.0
1626257-1627827-1628372-1628973-1629151,S. Mejri-D. Finney-Smith-D. Smith Jr.-J. Brunson-R. Broekhoff,4.0
1626257-1627827-1628973-1629133-1629151,S. Mejri-D. Finney-Smith-J. Brunson-D. Macon-R. Broekhoff,4.0
203504-1627827-1628467-1629029-1629151,T. Burke-D. Finney-Smith-M. Kleber-L. Doncic-R. Broekhoff,4.0
203504-203939-1627827-1628467-1629133,T. Burke-D. Powell-D. Finney-Smith-M. Kleber-D. Macon,4.0
203504-1626257-1628467-1629133-1629151,T. Burke-S. Mejri-M. Kleber-D. Macon-R. Broekhoff,4.0
203501-1626257-1627827-1628382-1629029,T. Hardaway Jr.-S. Mejri-D. Finney-Smith-J. Jackson-L. Doncic,4.0
202083-203084-1627827-1628973-1629029,W. Matthews-H. Barnes-D. Finney-Smith-J. Brunson-L. Doncic,4.0
201584-203939-1627827-1628973-1629151,C. Lee-D. Powell-D. Finney-Smith-J. Brunson-R. Broekhoff,3.0
201584-203939-1627827-1628382-1629029,C. Lee-D. Powell-D. Finney-Smith-J. Jackson-L. Doncic,3.0
201584-203939-1627827-1628467-1629029,C. Lee-D. Powell-D. Finney-Smith-M. Kleber-L. Doncic,3.0
201584-203939-1628382-1628973-1629029,C. Lee-D. Powell-J. Jackson-J. Brunson-L. Doncic,3.0
201584-1626257-1627827-1628467-1629029,C. Lee-S. Mejri-D. Finney-Smith-M. Kleber-L. Doncic,3.0
201584-203504-203939-1627827-1629029,C. Lee-T. Burke-D. Powell-D. Finney-Smith-L. Doncic,3.0
201584-203504-1628382-1629133-1629151,C. Lee-T. Burke-J. Jackson-D. Macon-R. Broekhoff,3.0
201584-203501-203939-1628973-1629029,C. Lee-T. Hardaway Jr.-D. Powell-J. Brunson-L. Doncic,3.0
2734-201584-1626257-1628382-1629029,D. Harris-C. Lee-S. Mejri-J. Jackson-L. Doncic,3.0
2734-203939-1628382-1628467-1628973,D. Harris-D. Powell-J. Jackson-M. Kleber-J. Brunson,3.0
2734-203084-203939-1628467-1629029,D. Harris-H. Barnes-D. Powell-M. Kleber-L. Doncic,3.0
2734-203084-203939-1628467-1629151,D. Harris-H. Barnes-D. Powell-M. Kleber-R. Broekhoff,3.0
2734-203084-1626257-1628973-1629151,D. Harris-H. Barnes-S. Mejri-J. Brunson-R. Broekhoff,3.0
2734-200826-203939-1626257-1628973,D. Harris-J. Barea-D. Powell-S. Mejri-J. Brunson,3.0
2734-203504-1627827-1628382-1628467,D. Harris-T. Burke-D. Finney-Smith-J. Jackson-M. Kleber,3.0
2734-203504-203939-1627827-1628973,D. Harris-T. Burke-D. Powell-D. Finney-Smith-J. Brunson,3.0
2734-203504-1628382-1628467-1629151,D. Harris-T. Burke-J. Jackson-M. Kleber-R. Broekhoff,3.0
2734-203501-203504-1628382-1628467,D. Harris-T. Hardaway Jr.-T. Burke-J. Jackson-M. Kleber,3.0
201599-203084-1627827-1628372-1628973,D. Jordan-H. Barnes-D. Finney-Smith-D. Smith Jr.-J. Brunson,3.0
201599-202083-203084-1628372-1628973,D. Jordan-W. Matthews-H. Barnes-D. Smith Jr.-J. Brunson,3.0
1717-2734-201584-203939-1629029,D. Nowitzki-D. Harris-C. Lee-D. Powell-L. Doncic,3.0
1717-2734-203501-1628467-1628973,D. Nowitzki-D. Harris-T. Hardaway Jr.-M. Kleber-J. Brunson,3.0
1717-2734-203501-1628467-1629029,D. Nowitzki-D. Harris-T. Hardaway Jr.-M. Kleber-L. Doncic,3.0
1717-203939-1626257-1628973-1629151,D. Nowitzki-D. Powell-S. Mejri-J. Brunson-R. Broekhoff,3.0
1717-1626257-1627827-1629133-1629151,D. Nowitzki-S. Mejri-D. Finney-Smith-D. Macon-R. Broekhoff,3.0
1717-203504-203939-1627827-1629029,D. Nowitzki-T. Burke-D. Powell-D. Finney-Smith-L. Doncic,3.0
1717-203504-1628467-1628973-1629151,D. Nowitzki-T. Burke-M. Kleber-J. Brunson-R. Broekhoff,3.0
1717-203501-1627827-1628467-1628973,D. Nowitzki-T. Hardaway Jr.-D. Finney-Smith-M. Kleber-J. Brunson,3.0
203939-1628372-1628467-1628973-1629029,D. Powell-D. Smith Jr.-M. Kleber-J. Brunson-L. Doncic,3.0
203084-203939-1627827-1628973-1629029,H. Barnes-D. Powell-D. Finney-Smith-J. Brunson-L. Doncic,3.0
200826-201599-1627827-1628973-1629029,J. Barea-D. Jordan-D. Finney-Smith-J. Brunson-L. Doncic,3.0
200826-201599-1628467-1628973-1629029,J. Barea-D. Jordan-M. Kleber-J. Brunson-L. Doncic,3.0
200826-203939-1628372-1628467-1629029,J. Barea-D. Powell-D. Smith Jr.-M. Kleber-L. Doncic,3.0
200826-1626257-1627827-1628467-1628973,J. Barea-S. Mejri-D. Finney-Smith-M. Kleber-J. Brunson,3.0
1628382-1628467-1628973-1629029-1629151,J. Jackson-M. Kleber-J. Brunson-L. Doncic-R. Broekhoff,3.0
1626257-1627827-1628382-1628467-1628973,S. Mejri-D. Finney-Smith-J. Jackson-M. Kleber-J. Brunson,3.0
203504-203939-1627827-1628973-1629151,T. Burke-D. Powell-D. Finney-Smith-J. Brunson-R. Broekhoff,3.0
203504-1626257-1627827-1629133-1629151,T. Burke-S. Mejri-D. Finney-Smith-D. Macon-R. Broekhoff,3.0
203504-1626257-1627827-1628467-1629151,T. Burke-S. Mejri-D. Finney-Smith-M. Kleber-R. Broekhoff,3.0
203501-203939-1627827-1629029-1629151,T. Hardaway Jr.-D. Powell-D. Finney-Smith-L. Doncic-R. Broekhoff,3.0
203501-203939-1628382-1629029-1629151,T. Hardaway Jr.-D. Powell-J. Jackson-L. Doncic-R. Broekhoff,3.0
203501-203504-1627827-1628467-1629029,T. Hardaway Jr.-T. Burke-D. Finney-Smith-M. Kleber-L. Doncic,3.0
203501-203504-203939-1627827-1628467,T. Hardaway Jr.-T. Burke-D. Powell-D. Finney-Smith-M. Kleber,3.0
202083-203084-203939-1627827-1628973,W. Matthews-H. Barnes-D. Powell-D. Finney-Smith-J. Brunson,3.0
202083-203084-203939-1628467-1629029,W. Matthews-H. Barnes-D. Powell-M. Kleber-L. Doncic,3.0
201584-1627827-1628467-1628973-1629029,C. Lee-D. Finney-Smith-M. Kleber-J. Brunson-L. Doncic,2.0
201584-1626257-1627827-1628973-1629151,C. Lee-S. Mejri-D. Finney-Smith-J. Brunson-R. Broekhoff,2.0
201584-1626257-1628382-1628973-1629029,C. Lee-S. Mejri-J. Jackson-J. Brunson-L. Doncic,2.0
201584-203504-1627827-1628382-1629151,C. Lee-T. Burke-D. Finney-Smith-J. Jackson-R. Broekhoff,2.0
201584-203504-1627827-1628961-1629133,C. Lee-T. Burke-D. Finney-Smith-K. Antetokounmpo-D. Macon,2.0
201584-203504-203939-1628467-1629151,C. Lee-T. Burke-D. Powell-M. Kleber-R. Broekhoff,2.0
201584-203504-1628961-1629133-1629151,C. Lee-T. Burke-K. Antetokounmpo-D. Macon-R. Broekhoff,2.0
201584-203501-1626257-1627827-1629029,C. Lee-T. Hardaway Jr.-S. Mejri-D. Finney-Smith-L. Doncic,2.0
201584-203501-1626257-1628973-1629029,C. Lee-T. Hardaway Jr.-S. Mejri-J. Brunson-L. Doncic,2.0
201584-203501-203504-203939-1627827,C. Lee-T. Hardaway Jr.-T. Burke-D. Powell-D. Finney-Smith,2.0
2734-201584-1627827-1628467-1629029,D. Harris-C. Lee-D. Finney-Smith-M. Kleber-L. Doncic,2.0
2734-201584-1626257-1627827-1628382,D. Harris-C. Lee-S. Mejri-D. Finney-Smith-J. Jackson,2.0
2734-1627827-1628382-1628467-1628973,D. Harris-D. Finney-Smith-J. Jackson-M. Kleber-J. Brunson,2.0
2734-201599-1627827-1628467-1629029,D. Harris-D. Jordan-D. Finney-Smith-M. Kleber-L. Doncic,2.0
2734-201599-203939-1627827-1629029,D. Harris-D. Jordan-D. Powell-D. Finney-Smith-L. Doncic,2.0
2734-201599-202083-1627827-1628372,D. Harris-D. Jordan-W. Matthews-D. Finney-Smith-D. Smith Jr.,2.0
2734-203939-1628382-1628973-1629029,D. Harris-D. Powell-J. Jackson-J. Brunson-L. Doncic,2.0
2734-203939-1628467-1628973-1629029,D. Harris-D. Powell-M. Kleber-J. Brunson-L. Doncic,2.0
2734-203084-1627827-1628467-1628973,D. Harris-H. Barnes-D. Finney-Smith-M. Kleber-J. Brunson,2.0
2734-200826-201599-1627827-1629029,D. Harris-J. Barea-D. Jordan-D. Finney-Smith-L. Doncic,2.0
2734-200826-201599-1627827-1628467,D. Harris-J. Barea-D. Jordan-D. Finney-Smith-M. Kleber,2.0
2734-200826-201599-203939-1628973,D. Harris-J. Barea-D. Jordan-D. Powell-J. Brunson,2.0
2734-200826-201599-203084-1628467,D. Harris-J. Barea-D. Jordan-H. Barnes-M. Kleber,2.0
2734-200826-201599-1628467-1629151,D. Harris-J. Barea-D. Jordan-M. Kleber-R. Broekhoff,2.0
2734-200826-201599-202083-1629029,D. Harris-J. Barea-D. Jordan-W. Matthews-L. Doncic,2.0
2734-200826-203939-1628467-1629029,D. Harris-J. Barea-D. Powell-M. Kleber-L. Doncic,2.0
2734-200826-203084-203939-1626257,D. Harris-J. Barea-H. Barnes-D. Powell-S. Mejri,2.0
2734-200826-202083-1627827-1628467,D. Harris-J. Barea-W. Matthews-D. Finney-Smith-M. Kleber,2.0
2734-1628382-1628467-1629133-1629151,D. Harris-J. Jackson-M. Kleber-D. Macon-R. Broekhoff,2.0
2734-1626257-1627827-1628382-1628973,D. Harris-S. Mejri-D. Finney-Smith-J. Jackson-J. Brunson,2.0
2734-1626257-1627827-1628467-1629029,D. Harris-S. Mejri-D. Finney-Smith-M. Kleber-L. Doncic,2.0
2734-1626257-1628467-1629029-1629151,D. Harris-S. Mejri-M. Kleber-L. Doncic-R. Broekhoff,2.0
2734-203504-203939-1627827-1629029,D. Harris-T. Burke-D. Powell-D. Finney-Smith-L. Doncic,2.0
2734-203504-203939-1628382-1628467,D. Harris-T. Burke-D. Powell-J. Jackson-M. Kleber,2.0
2734-203504-1626257-1628382-1629029,D. Harris-T. Burke-S. Mejri-J. Jackson-L. Doncic,2.0
2734-203504-1626257-1628467-1629151,D. Harris-T. Burke-S. Mejri-M. Kleber-R. Broekhoff,2.0
2734-203501-1627827-1628467-1628973,D. Harris-T. Hardaway Jr.-D. Finney-Smith-M. Kleber-J. Brunson,2.0
2734-203501-203504-1627827-1628467,D. Harris-T. Hardaway Jr.-T. Burke-D. Finney-Smith-M. Kleber,2.0
2734-202083-203939-1628372-1628467,D. Harris-W. Matthews-D. Powell-D. Smith Jr.-M. Kleber,2.0
2734-202083-203939-1628467-1629029,D. Harris-W. Matthews-D. Powell-M. Kleber-L. Doncic,2.0
201599-1627827-1628372-1628467-1628973,D. Jordan-D. Finney-Smith-D. Smith Jr.-M. Kleber-J. Brunson,2.0
201599-202083-1627827-1628372-1628973,D. Jordan-W. Matthews-D. Finney-Smith-D. Smith Jr.-J. Brunson,2.0
201599-202083-1628372-1628467-1628973,D. Jordan-W. Matthews-D. Smith Jr.-M. Kleber-J. Brunson,2.0
201599-202083-203084-1629029-1629151,D. Jordan-W. Matthews-H. Barnes-L. Doncic-R. Broekhoff,2.0
1717-1627827-1628467-1628973-1629151,D. Nowitzki-D. Finney-Smith-M. Kleber-J. Brunson-R. Broekhoff,2.0
1717-2734-201584-203504-1628467,D. Nowitzki-D. Harris-C. Lee-T. Burke-M. Kleber,2.0
1717-2734-203939-1628372-1628467,D. Nowitzki-D. Harris-D. Powell-D. Smith Jr.-M. Kleber,2.0
1717-2734-1628382-1628467-1629151,D. Nowitzki-D. Harris-J. Jackson-M. Kleber-R. Broekhoff,2.0
1717-2734-1628467-1629029-1629151,D. Nowitzki-D. Harris-M. Kleber-L. Doncic-R. Broekhoff,2.0
1717-2734-203504-1627827-1629151,D. Nowitzki-D. Harris-T. Burke-D. Finney-Smith-R. Broekhoff,2.0
1717-2734-203504-1626257-1629151,D. Nowitzki-D. Harris-T. Burke-S. Mejri-R. Broekhoff,2.0
1717-2734-202083-1628372-1628467,D. Nowitzki-D. Harris-W. Matthews-D. Smith Jr.-M. Kleber,2.0
1717-203939-1627827-1628372-1628973,D. Nowitzki-D. Powell-D. Finney-Smith-D. Smith Jr.-J. Brunson,2.0
1717-203939-1628372-1628973-1629151,D. Nowitzki-D. Powell-D. Smith Jr.-J. Brunson-R. Broekhoff,2.0
1717-203084-1627827-1628467-1628973,D. Nowitzki-H. Barnes-D. Finney-Smith-M. Kleber-J. Brunson,2.0
1717-200826-202083-203939-1627827,D. Nowitzki-J. Barea-W. Matthews-D. Powell-D. Finney-Smith,2.0
1717-203504-1627827-1628382-1629029,D. Nowitzki-T. Burke-D. Finney-Smith-J. Jackson-L. Doncic,2.0
1717-203504-203939-1627827-1629151,D. Nowitzki-T. Burke-D. Powell-D. Finney-Smith-R. Broekhoff,2.0
1717-203504-203939-1628973-1629151,D. Nowitzki-T. Burke-D. Powell-J. Brunson-R. Broekhoff,2.0
1717-203504-1628382-1628467-1629029,D. Nowitzki-T. Burke-J. Jackson-M. Kleber-L. Doncic,2.0
1717-203501-1628382-1628467-1629029,D. Nowitzki-T. Hardaway Jr.-J. Jackson-M. Kleber-L. Doncic,2.0
1717-203501-203504-1627827-1629029,D. Nowitzki-T. Hardaway Jr.-T. Burke-D. Finney-Smith-L. Doncic,2.0
1717-203501-203504-203939-1629029,D. Nowitzki-T. Hardaway Jr.-T. Burke-D. Powell-L. Doncic,2.0
203939-1627827-1628372-1628467-1629029,D. Powell-D. Finney-Smith-D. Smith Jr.-M. Kleber-L. Doncic,2.0
203939-1627827-1628382-1628973-1629133,D. Powell-D. Finney-Smith-J. Jackson-J. Brunson-D. Macon,2.0
203084-1627827-1628372-1628467-1629029,H. Barnes-D. Finney-Smith-D. Smith Jr.-M. Kleber-L. Doncic,2.0
203084-203939-1628467-1628973-1629151,H. Barnes-D. Powell-M. Kleber-J. Brunson-R. Broekhoff,2.0
203084-203504-203939-1627827-1629029,H. Barnes-T. Burke-D. Powell-D. Finney-Smith-L. Doncic,2.0
200826-201599-1627827-1628467-1628973,J. Barea-D. Jordan-D. Finney-Smith-M. Kleber-J. Brunson,2.0
200826-203939-1627827-1628973-1629151,J. Barea-D. Powell-D. Finney-Smith-J. Brunson-R. Broekhoff,2.0
200826-203084-1627827-1628467-1629029,J. Barea-H. Barnes-D. Finney-Smith-M. Kleber-L. Doncic,2.0
200826-203084-203939-1628467-1628973,J. Barea-H. Barnes-D. Powell-M. Kleber-J. Brunson,2.0
200826-202083-1627827-1628467-1628973,J. Barea-W. Matthews-D. Finney-Smith-M. Kleber-J. Brunson,2.0
200826-202083-203084-203939-1628467,J. Barea-W. Matthews-H. Barnes-D. Powell-M. Kleber,2.0
203504-1627827-1628467-1629133-1629151,T. Burke-D. Finney-Smith-M. Kleber-D. Macon-R. Broekhoff,2.0
203504-203939-1628382-1628467-1629029,T. Burke-D. Powell-J. Jackson-M. Kleber-L. Doncic,2.0
203504-203939-1626257-1628382-1629029,T. Burke-D. Powell-S. Mejri-J. Jackson-L. Doncic,2.0
203504-1628382-1628467-1629133-1629151,T. Burke-J. Jackson-M. Kleber-D. Macon-R. Broekhoff,2.0
203504-1626257-1627827-1628382-1629133,T. Burke-S. Mejri-D. Finney-Smith-J. Jackson-D. Macon,2.0
203504-1626257-1627827-1628382-1629151,T. Burke-S. Mejri-D. Finney-Smith-J. Jackson-R. Broekhoff,2.0
203504-1626257-1628382-1628467-1629133,T. Burke-S. Mejri-J. Jackson-M. Kleber-D. Macon,2.0
203504-1626257-1628467-1629029-1629151,T. Burke-S. Mejri-M. Kleber-L. Doncic-R. Broekhoff,2.0
203501-203939-1627827-1628973-1629151,T. Hardaway Jr.-D. Powell-D. Finney-Smith-J. Brunson-R. Broekhoff,2.0
203501-203939-1628382-1628467-1629029,T. Hardaway Jr.-D. Powell-J. Jackson-M. Kleber-L. Doncic,2.0
202083-203939-1627827-1628372-1628467,W. Matthews-D. Powell-D. Finney-Smith-D. Smith Jr.-M. Kleber,2.0
202083-203939-1628467-1628973-1629029,W. Matthews-D. Powell-M. Kleber-J. Brunson-L. Doncic,2.0
202083-203084-203939-1628372-1628467,W. Matthews-H. Barnes-D. Powell-D. Smith Jr.-M. Kleber,2.0
202083-203084-1626257-1628973-1629029,W. Matthews-H. Barnes-S. Mejri-J. Brunson-L. Doncic,2.0
201584-203939-1627827-1628973-1629029,C. Lee-D. Powell-D. Finney-Smith-J. Brunson-L. Doncic,1.0
201584-203939-1628382-1628467-1628973,C. Lee-D. Powell-J. Jackson-M. Kleber-J. Brunson,1.0
201584-203939-1628382-1628467-1629029,C. Lee-D. Powell-J. Jackson-M. Kleber-L. Doncic,1.0
201584-203939-1628467-1628973-1629029,C. Lee-D. Powell-M. Kleber-J. Brunson-L. Doncic,1.0
201584-203939-1628467-1628973-1629151,C. Lee-D. Powell-M. Kleber-J. Brunson-R. Broekhoff,1.0
201584-1628382-1628467-1628973-1629151,C. Lee-J. Jackson-M. Kleber-J. Brunson-R. Broekhoff,1.0
201584-1626257-1628467-1628973-1629151,C. Lee-S. Mejri-M. Kleber-J. Brunson-R. Broekhoff,1.0
201584-203504-1628382-1628961-1629029,C. Lee-T. Burke-J. Jackson-K. Antetokounmpo-L. Doncic,1.0
201584-203501-1628467-1628973-1629029,C. Lee-T. Hardaway Jr.-M. Kleber-J. Brunson-L. Doncic,1.0
201584-203501-203504-1626257-1628382,C. Lee-T. Hardaway Jr.-T. Burke-S. Mejri-J. Jackson,1.0
201584-203501-203504-1626257-1628467,C. Lee-T. Hardaway Jr.-T. Burke-S. Mejri-M. Kleber,1.0
2734-201584-203939-1628382-1628973,D. Harris-C. Lee-D. Powell-J. Jackson-J. Brunson,1.0
2734-1627827-1628467-1628973-1629151,D. Harris-D. Finney-Smith-M. Kleber-J. Brunson-R. Broekhoff,1.0
2734-201599-1627827-1628372-1629029,D. Harris-D. Jordan-D. Finney-Smith-D. Smith Jr.-L. Doncic,1.0
2734-201599-203084-1628467-1628973,D. Harris-D. Jordan-H. Barnes-M. Kleber-J. Brunson,1.0
2734-201599-202083-203084-1628372,D. Harris-D. Jordan-W. Matthews-H. Barnes-D. Smith Jr.,1.0
2734-201599-202083-203084-1629029,D. Harris-D. Jordan-W. Matthews-H. Barnes-L. Doncic,1.0
2734-203939-1627827-1629029-1629151,D. Harris-D. Powell-D. Finney-Smith-L. Doncic-R. Broekhoff,1.0
2734-203084-203939-1627827-1628372,D. Harris-H. Barnes-D. Powell-D. Finney-Smith-D. Smith Jr.,1.0
2734-203084-203939-1628372-1629029,D. Harris-H. Barnes-D. Powell-D. Smith Jr.-L. Doncic,1.0
2734-203084-1628467-1628973-1629151,D. Harris-H. Barnes-M. Kleber-J. Brunson-R. Broekhoff,1.0
2734-203084-1626257-1628467-1628973,D. Harris-H. Barnes-S. Mejri-M. Kleber-J. Brunson,1.0
2734-203084-203501-1628467-1628973,D. Harris-H. Barnes-T. Hardaway Jr.-M. Kleber-J. Brunson,1.0
2734-200826-201599-1627827-1628372,D. Harris-J. Barea-D. Jordan-D. Finney-Smith-D. Smith Jr.,1.0
2734-200826-203084-1627827-1628467,D. Harris-J. Barea-H. Barnes-D. Finney-Smith-M. Kleber,1.0
2734-200826-203084-203939-1628973,D. Harris-J. Barea-H. Barnes-D. Powell-J. Brunson,1.0
2734-200826-203084-203939-1628467,D. Harris-J. Barea-H. Barnes-D. Powell-M. Kleber,1.0
2734-200826-1626257-1628467-1629029,D. Harris-J. Barea-S. Mejri-M. Kleber-L. Doncic,1.0
2734-200826-202083-203084-1626257,D. Harris-J. Barea-W. Matthews-H. Barnes-S. Mejri,1.0
2734-1626257-1628467-1628973-1629029,D. Harris-S. Mejri-M. Kleber-J. Brunson-L. Doncic,1.0
2734-203504-1626257-1629133-1629151,D. Harris-T. Burke-S. Mejri-D. Macon-R. Broekhoff,1.0
2734-203504-1626257-1628382-1628467,D. Harris-T. Burke-S. Mejri-J. Jackson-M. Kleber,1.0
2734-203501-1627827-1628467-1629029,D. Harris-T. Hardaway Jr.-D. Finney-Smith-M. Kleber-L. Doncic,1.0
2734-203501-203939-1627827-1629029,D. Harris-T. Hardaway Jr.-D. Powell-D. Finney-Smith-L. Doncic,1.0
2734-203501-203939-1629029-1629151,D. Harris-T. Hardaway Jr.-D. Powell-L. Doncic-R. Broekhoff,1.0
2734-203501-203939-1626257-1628973,D. Harris-T. Hardaway Jr.-D. Powell-S. Mejri-J. Brunson,1.0
2734-203501-1626257-1628467-1628973,D. Harris-T. Hardaway Jr.-S. Mejri-M. Kleber-J. Brunson,1.0
